ID_Barco;Puerto_Origen;Puerto_Destino;Tiempo_Viaje_hrs;Costo_Viaje_libras
2;17;11;138;47897
3;17;11;149;51141
4;17;11;149;51141
1;17;12;85;49934
2;17;12;91;31645
3;17;12;98;33788
4;17;12;98;33788
1;17;13;80;47321
2;17;13;86;29990
3;17;13;93;32021
4;17;13;93;32021
1;17;14;48;28311
2;17;14;52;17942
3;17;14;56;19157
4;17;14;56;19157
1;17;15;52;30418
2;17;15;55;19277
3;17;15;60;20583
4;17;15;60;20583
1;17;16;46;27008
2;17;16;49;17116
3;17;16;53;18275
4;17;16;53;18275
1;17;17;0;0
2;17;17;0;0
3;17;17;0;0
4;17;17;0;0
1;17;18;80;47239
2;17;18;86;29938
3;17;18;93;31965
4;17;18;93;31965
1;17;19;43;25419
2;17;19;46;16109
3;17;19;50;17200
4;17;19;50;17200
1;17;20;115;67642
2;17;20;123;42868
3;17;20;133;45771
4;17;20;133;45771
1;17;21;116;68667
2;17;21;125;43518
3;17;21;135;46465
4;17;21;135;46465
1;17;22;19;10975
2;17;22;20;6956
3;17;22;22;7427
4;17;22;22;7427
1;17;23;17;10015
2;17;23;18;6347
3;17;23;20;6777
4;17;23;20;6777
1;17;24;19;10975
2;17;24;20;6956
3;17;24;22;7427
4;17;24;22;7427
1;17;25;117;69151
2;17;25;126;43825
3;17;25;136;46792
4;17;25;136;46792
1;17;26;51;29963
2;17;26;55;18989
3;17;26;59;20275
4;17;26;59;20275
1;17;27;8;4687
2;17;27;9;2971
3;17;27;9;3172
4;17;27;9;3172
1;17;28;67;39627
2;17;28;72;25114
3;17;28;78;26814
4;17;28;78;26814
1;17;29;161;94792
2;17;29;173;60074
3;17;29;186;64143
4;17;29;186;64143
1;17;30;91;53667
2;17;30;98;34012
3;17;30;106;36315
4;17;30;106;36315
1;17;31;100;58818
2;17;31;107;37276
3;17;31;116;39800
4;17;31;116;39800
1;17;32;33;19477
2;17;32;35;12343
3;17;32;38;13179
4;17;32;38;13179
1;17;33;131;77520
2;17;33;141;49128
3;17;33;152;52455
4;17;33;152;52455
1;17;34;194;114323
2;17;34;208;72452
3;17;34;225;77358
4;17;34;225;77358
1;17;35;230;135486
2;17;35;247;85864
3;17;35;266;91679
4;17;35;266;91679
1;17;36;191;112713
2;17;36;205;71432
3;17;36;222;76269
4;17;36;222;76269
1;17;37;246;145248
2;17;37;264;92051
3;17;37;286;98284
4;17;37;286;98284
1;17;38;241;142073
2;17;38;259;90039
3;17;38;279;96136
4;17;38;279;96136
1;17;39;192;113485
2;17;39;207;71921
3;17;39;223;76792
4;17;39;223;76792
1;18;1;63;36963
2;18;1;67;23425
3;18;1;73;25011
4;18;1;73;25011
1;18;2;114;67088
2;18;2;122;42517
3;18;2;132;45396
4;18;2;132;45396
1;18;3;68;40165
2;18;3;73;25455
3;18;3;79;27179
4;18;3;79;27179
1;18;4;172;101355
2;18;4;185;64233
3;18;4;199;68583
4;18;4;199;68583
1;18;5;75;44318
2;18;5;81;28086
3;18;5;87;29988
4;18;5;87;29988
1;18;6;72;42342
2;18;6;77;26835
3;18;6;83;28652
4;18;6;83;28652
1;18;7;70;41088
2;18;7;75;26040
3;18;7;81;27803
4;18;7;81;27803
1;18;8;64;37797
2;18;8;69;23954
3;18;8;74;25576
4;18;8;74;25576
1;18;9;98;58060
2;18;9;106;36796
3;18;9;114;39287
4;18;9;114;39287
1;18;10;155;91622
2;18;10;167;58065
3;18;10;180;61997
4;18;10;180;61997
1;18;11;149;88124
2;18;11;160;55848
3;18;11;173;59630
4;18;11;173;59630
1;18;12;106;62816
2;18;12;114;39810
3;18;12;124;42506
4;18;12;124;42506
1;18;13;102;60204
2;18;13;110;38154
3;18;13;118;40738
4;18;13;118;40738
1;18;14;71;41913
2;18;14;76;26562
3;18;14;82;28361
4;18;14;82;28361
1;18;15;59;34622
2;18;15;63;21942
3;18;15;68;23428
4;18;15;68;23428
1;18;16;70;41139
2;18;16;75;26072
3;18;16;81;27837
4;18;16;81;27837
1;18;17;80;47239
2;18;17;86;29938
3;18;17;93;31965
4;18;17;93;31965
1;18;18;0;0
2;18;18;0;0
3;18;18;0;0
4;18;18;0;0
1;18;19;38;22695
2;18;19;41;14383
3;18;19;45;15357
4;18;19;45;15357
1;18;20;136;80188
2;18;20;146;50819
3;18;20;158;54261
4;18;20;158;54261
1;18;21;138;81214
2;18;21;148;51469
3;18;21;160;54954
4;18;21;160;54954
1;18;22;69;40645
2;18;22;74;25759
3;18;22;80;27503
4;18;22;80;27503
1;18;23;67;39684
2;18;23;72;25150
3;18;23;78;26853
4;18;23;78;26853
1;18;24;69;40645
2;18;24;74;25759
3;18;24;80;27503
4;18;24;80;27503
1;18;25;138;81697
2;18;25;149;51776
3;18;25;161;55282
4;18;25;161;55282
1;18;26;72;42257
2;18;26;77;26780
3;18;26;83;28594
4;18;26;83;28594
1;18;27;84;49803
2;18;27;91;31563
3;18;27;98;33700
4;18;27;98;33700
1;18;28;89;52510
2;18;28;96;33278
3;18;28;103;35531
4;18;28;103;35531
1;18;29;180;106396
2;18;29;194;67428
3;18;29;209;71995
4;18;29;209;71995
1;18;30;113;66550
2;18;30;121;42176
3;18;30;131;45032
4;18;30;131;45032
1;18;31;121;71364
2;18;31;130;45227
3;18;31;140;48290
4;18;31;140;48290
1;18;32;62;36750
2;18;32;67;23290
3;18;32;72;24868
4;18;32;72;24868
1;18;33;153;90066
2;18;33;164;57079
3;18;33;177;60945
4;18;33;177;60945
1;18;34;215;126869
2;18;34;231;80403
3;18;34;249;85848
4;18;34;249;85848
1;18;35;251;148032
2;18;35;269;93815
3;18;35;291;100168
4;18;35;291;100168
1;18;36;212;125259
2;18;36;228;79383
3;18;36;246;84759
4;18;36;246;84759
1;18;37;267;157794
2;18;37;287;100002
3;18;37;310;106774
4;18;37;310;106774
1;18;38;262;154619
2;18;38;281;97990
3;18;38;304;104626
4;18;38;304;104626
1;18;39;214;126031
2;18;39;229;79872
3;18;39;248;85281
4;18;39;248;85281
1;19;1;26;15142
2;19;1;28;9596
3;19;1;30;10246
4;19;1;30;10246
1;19;2;78;45796
2;19;2;83;29023
3;19;2;90;30988
4;19;2;90;30988
1;19;3;31;18551
2;19;3;34;11757
3;19;3;36;12553
4;19;3;36;12553
1;19;4;136;80399
2;19;4;146;50953
3;19;4;158;54403
4;19;4;158;54403
1;19;5;50;29632
2;19;5;54;18779
3;19;5;58;20051
4;19;5;58;20051
1;19;6;35;20790
2;19;6;38;13176
3;19;6;41;14068
4;19;6;41;14068
1;19;7;33;19556
2;19;7;36;12393
3;19;7;38;13233
4;19;7;38;13233
1;19;8;27;15976
2;19;8;29;10125
3;19;8;31;10811
4;19;8;31;10811
1;19;9;61;36240
2;19;9;66;22967
3;19;9;71;24522
4;19;9;71;24522
1;19;10;120;70666
2;19;10;129;44785
3;19;10;139;47817
4;19;10;139;47817
1;19;11;114;67168
2;19;11;122;42568
3;19;11;132;45450
4;19;11;132;45450
1;19;12;70;41524
2;19;12;76;26316
3;19;12;82;28098
4;19;12;82;28098
1;19;13;66;38911
2;19;13;71;24660
3;19;13;77;26330
4;19;13;77;26330
1;19;14;35;20484
2;19;14;37;12982
3;19;14;40;13861
4;19;14;40;13861
1;19;15;25;14515
2;19;15;26;9199
3;19;15;29;9822
4;19;15;29;9822
1;19;16;33;19587
2;19;16;36;12413
3;19;16;39;13254
4;19;16;39;13254
1;19;17;43;25419
2;19;17;46;16109
3;19;17;50;17200
4;19;17;50;17200
1;19;18;38;22695
2;19;18;41;14383
3;19;18;45;15357
4;19;18;45;15357
1;19;19;0;0
2;19;19;0;0
3;19;19;0;0
4;19;19;0;0
1;19;20;100;59232
2;19;20;108;37538
3;19;20;116;40081
4;19;20;116;40081
1;19;21;102;60258
2;19;21;110;38188
3;19;21;118;40774
4;19;21;118;40774
1;19;22;32;18824
2;19;22;34;11930
3;19;22;37;12738
4;19;22;37;12738
1;19;23;30;17864
2;19;23;33;11321
3;19;23;35;12088
4;19;23;35;12088
1;19;24;32;18824
2;19;24;34;11930
3;19;24;37;12738
4;19;24;37;12738
1;19;25;103;60741
2;19;25;111;38495
3;19;25;119;41102
4;19;25;119;41102
1;19;26;36;20995
2;19;26;38;13306
3;19;26;41;14207
4;19;26;41;14207
1;19;27;47;27983
2;19;27;51;17734
3;19;27;55;18935
4;19;27;55;18935
1;19;28;53;31217
2;19;28;57;19784
3;19;28;61;21124
4;19;28;61;21124
1;19;29;146;86382
2;19;29;157;54745
3;19;29;170;58452
4;19;29;170;58452
1;19;30;77;45257
2;19;30;82;28682
3;19;30;89;30624
4;19;30;89;30624
1;19;31;85;50408
2;19;31;92;31946
3;19;31;99;34109
4;19;31;99;34109
1;19;32;25;14933
2;19;32;27;9464
3;19;32;29;10105
4;19;32;29;10105
1;19;33;117;69110
2;19;33;126;43798
3;19;33;136;46765
4;19;33;136;46765
1;19;34;180;105913
2;19;34;193;67122
3;19;34;208;71668
4;19;34;208;71668
1;19;35;215;127076
2;19;35;231;80534
3;19;35;250;85988
4;19;35;250;85988
1;19;36;177;104303
2;19;36;190;66102
3;19;36;205;70579
4;19;36;205;70579
1;19;37;232;136838
2;19;37;249;86721
3;19;37;269;92594
4;19;37;269;92594
1;19;38;227;133664
2;19;38;243;84709
3;19;38;263;90446
4;19;38;263;90446
1;19;39;178;105076
2;19;39;191;66591
3;19;39;207;71101
4;19;39;207;71101
1;20;1;89;52308
2;20;1;95;33150
3;20;1;103;35395
4;20;1;103;35395
1;20;2;40;23512
2;20;2;43;14901
3;20;2;46;15910
4;20;2;46;15910
1;20;3;74;43821
2;20;3;80;27772
3;20;3;86;29652
4;20;3;86;29652
1;20;4;37;22120
2;20;4;40;14019
3;20;4;43;14968
4;20;4;43;14968
1;20;5;68;40249
2;20;5;73;25508
3;20;5;79;27235
4;20;5;79;27235
1;20;6;73;43180
2;20;6;79;27365
3;20;6;85;29219
4;20;6;85;29219
1;20;7;70;41204
2;20;7;75;26113
3;20;7;81;27881
4;20;7;81;27881
1;20;8;91;53948
2;20;8;98;34190
3;20;8;106;36505
4;20;8;106;36505
1;20;9;133;78647
2;20;9;143;49843
3;20;9;155;53218
4;20;9;155;53218
1;20;10;21;12387
2;20;10;23;7850
3;20;10;24;8382
4;20;10;24;8382
1;20;11;15;8889
2;20;11;16;5634
3;20;11;17;6015
4;20;11;17;6015
1;20;12;47;27458
2;20;12;50;17402
3;20;12;54;18580
4;20;12;54;18580
1;20;13;47;27528
2;20;13;50;17446
3;20;13;54;18627
4;20;13;54;18627
1;20;14;67;39736
2;20;14;72;25183
3;20;14;78;26888
4;20;14;78;26888
1;20;15;84;49428
2;20;15;90;31325
3;20;15;97;33446
4;20;15;97;33446
1;20;16;71;41977
2;20;16;76;26603
3;20;16;83;28404
4;20;16;83;28404
1;20;17;115;67642
2;20;17;123;42868
3;20;17;133;45771
4;20;17;133;45771
1;20;18;136;80188
2;20;18;146;50819
3;20;18;158;54261
4;20;18;158;54261
1;20;19;100;59232
2;20;19;108;37538
3;20;19;116;40081
4;20;19;116;40081
1;20;20;0;0
2;20;20;0;0
3;20;20;0;0
4;20;20;0;0
1;20;21;3;1930
2;20;21;4;1223
3;20;21;4;1306
4;20;21;4;1306
1;20;22;104;61250
2;20;22;112;38817
3;20;22;120;41446
4;20;22;120;41446
1;20;23;102;60290
2;20;23;110;38208
3;20;23;119;40796
4;20;23;119;40796
1;20;24;104;61250
2;20;24;112;38817
3;20;24;120;41446
4;20;24;120;41446
1;20;25;4;2414
2;20;25;4;1530
3;20;25;5;1634
4;20;25;5;1634
1;20;26;70;41061
2;20;26;75;26022
3;20;26;81;27785
4;20;26;81;27785
1;20;27;119;70258
2;20;27;128;44526
3;20;27;138;47541
4;20;27;138;47541
1;20;28;51;30112
2;20;28;55;19084
3;20;28;59;20376
4;20;28;59;20376
1;20;29;49;28978
2;20;29;53;18365
3;20;29;57;19609
4;20;29;57;19609
1;20;30;37;21880
2;20;30;40;13866
3;20;30;43;14806
4;20;30;43;14806
1;20;31;17;10061
2;20;31;18;6376
3;20;31;20;6808
4;20;31;20;6808
1;20;32;84;49691
2;20;32;90;31492
3;20;32;98;33624
4;20;32;98;33624
1;20;33;18;10831
2;20;33;20;6864
3;20;33;21;7329
4;20;33;21;7329
1;20;34;81;47634
2;20;34;87;30188
3;20;34;94;32232
4;20;34;94;32232
1;20;35;117;68797
2;20;35;125;43600
3;20;35;135;46553
4;20;35;135;46553
1;20;36;78;46025
2;20;36;84;29168
3;20;36;90;31143
4;20;36;90;31143
1;20;37;133;78559
2;20;37;143;49787
3;20;37;154;53158
4;20;37;154;53158
1;20;38;128;75385
2;20;38;137;47775
3;20;38;148;51010
4;20;38;148;51010
1;20;39;79;46797
2;20;39;85;29657
3;20;39;92;31666
4;20;39;92;31666
1;21;1;90;53333
2;21;1;97;33800
3;21;1;105;36089
4;21;1;105;36089
1;21;2;42;24538
2;21;2;45;15551
3;21;2;48;16604
4;21;2;48;16604
1;21;3;76;44847
2;21;3;82;28422
3;21;3;88;30346
4;21;3;88;30346
1;21;4;36;21370
2;21;4;39;13543
3;21;4;42;14460
4;21;4;42;14460
1;21;5;70;41274
2;21;5;75;26158
3;21;5;81;27929
4;21;5;81;27929
1;21;6;75;44206
2;21;6;80;28015
3;21;6;87;29912
4;21;6;87;29912
1;21;7;72;42229
2;21;7;77;26763
3;21;7;83;28575
4;21;7;83;28575
1;21;8;93;54974
2;21;8;100;34840
3;21;8;108;37199
4;21;8;108;37199
1;21;9;135;79673
2;21;9;145;50493
3;21;9;157;53912
4;21;9;157;53912
1;21;10;20;11637
2;21;10;21;7375
3;21;10;23;7875
4;21;10;23;7875
1;21;11;14;8139
2;21;11;15;5158
3;21;11;16;5508
4;21;11;16;5508
1;21;12;48;28484
2;21;12;52;18052
3;21;12;56;19274
4;21;12;56;19274
1;21;13;48;28553
2;21;13;52;18095
3;21;13;56;19321
4;21;13;56;19321
1;21;14;69;40761
2;21;14;74;25833
3;21;14;80;27582
4;21;14;80;27582
1;21;15;86;50453
2;21;15;92;31975
3;21;15;99;34140
4;21;15;99;34140
1;21;16;73;43002
2;21;16;78;27253
3;21;16;85;29098
4;21;16;85;29098
1;21;17;116;68667
2;21;17;125;43518
3;21;17;135;46465
4;21;17;135;46465
1;21;18;138;81214
2;21;18;148;51469
3;21;18;160;54954
4;21;18;160;54954
1;21;19;102;60258
2;21;19;110;38188
3;21;19;118;40774
4;21;19;118;40774
1;21;20;3;1930
2;21;20;4;1223
3;21;20;4;1306
4;21;20;4;1306
1;21;21;0;0
2;21;21;0;0
3;21;21;0;0
4;21;21;0;0
1;21;22;106;62275
2;21;22;113;39467
3;21;22;122;42140
4;21;22;122;42140
1;21;23;104;61315
2;21;23;112;38858
3;21;23;121;41490
4;21;23;121;41490
1;21;24;106;62275
2;21;24;113;39467
3;21;24;122;42140
4;21;24;122;42140
1;21;25;2;1405
2;21;25;3;890
3;21;25;3;951
4;21;25;3;951
1;21;26;71;42087
2;21;26;77;26672
3;21;26;83;28479
4;21;26;83;28479
1;21;27;121;71283
2;21;27;130;45175
3;21;27;140;48235
4;21;27;140;48235
1;21;28;53;31138
2;21;28;57;19733
3;21;28;61;21070
4;21;28;61;21070
1;21;29;49;28751
2;21;29;52;18221
3;21;29;57;19455
4;21;29;57;19455
1;21;30;39;22905
2;21;30;42;14516
3;21;30;45;15499
4;21;30;45;15499
1;21;31;19;11086
2;21;31;20;7026
3;21;31;22;7502
4;21;31;22;7502
1;21;32;86;50716
2;21;32;92;32141
3;21;32;100;34318
4;21;32;100;34318
1;21;33;17;10081
2;21;33;18;6389
3;21;33;20;6822
4;21;33;20;6822
1;21;34;79;46884
2;21;34;85;29713
3;21;34;92;31725
4;21;34;92;31725
1;21;35;115;68047
2;21;35;124;43125
3;21;35;134;46045
4;21;35;134;46045
1;21;36;77;45275
2;21;36;82;28693
3;21;36;89;30636
4;21;36;89;30636
1;21;37;132;77809
2;21;37;142;49312
3;21;37;153;52651
4;21;37;153;52651
1;21;38;127;74635
2;21;38;136;47300
3;21;38;147;50503
4;21;38;147;50503
1;21;39;78;46047
2;21;39;84;29182
3;21;39;91;31158
4;21;39;91;31158
1;22;1;19;11434
2;22;1;21;7246
3;22;1;22;7737
4;22;1;22;7737
1;22;2;81;47813
2;22;2;87;30302
3;22;2;94;32354
4;22;2;94;32354
1;22;3;33;19407
2;22;3;35;12299
3;22;3;38;13132
4;22;3;38;13132
1;22;4;140;82417
2;22;4;150;52231
3;22;4;162;55769
4;22;4;162;55769
1;22;5;77;45361
2;22;5;83;28747
3;22;5;89;30694
4;22;5;89;30694
1;22;6;37;21819
2;22;6;40;13828
3;22;6;43;14764
4;22;6;43;14764
1;22;7;35;20632
2;22;7;38;13076
3;22;7;41;13961
4;22;7;41;13961
1;22;8;18;10485
2;22;8;19;6645
3;22;8;21;7095
4;22;8;21;7095
1;22;9;36;21451
2;22;9;39;13595
3;22;9;42;14515
4;22;9;42;14515
1;22;10;123;72684
2;22;10;132;46063
3;22;10;143;49183
4;22;10;143;49183
1;22;11;117;69186
2;22;11;126;43846
3;22;11;136;46816
4;22;11;136;46816
1;22;12;74;43542
2;22;12;79;27594
3;22;12;86;29463
4;22;12;86;29463
1;22;13;69;40929
2;22;13;75;25939
3;22;13;80;27695
4;22;13;80;27695
1;22;14;37;21919
2;22;14;40;13891
3;22;14;43;14832
4;22;14;43;14832
1;22;15;41;24026
2;22;15;44;15226
3;22;15;47;16257
4;22;15;47;16257
1;22;16;35;20616
2;22;16;38;13065
3;22;16;41;13950
4;22;16;41;13950
1;22;17;19;10975
2;22;17;20;6956
3;22;17;22;7427
4;22;17;22;7427
1;22;18;69;40645
2;22;18;74;25759
3;22;18;80;27503
4;22;18;80;27503
1;22;19;32;18824
2;22;19;34;11930
3;22;19;37;12738
4;22;19;37;12738
1;22;20;104;61250
2;22;20;112;38817
3;22;20;120;41446
4;22;20;120;41446
1;22;21;106;62275
2;22;21;113;39467
3;22;21;122;42140
4;22;21;122;42140
1;22;22;0;0
2;22;22;0;0
3;22;22;0;0
4;22;22;0;0
1;22;23;2;1135
2;22;23;2;719
3;22;23;2;768
4;22;23;2;768
1;22;24;0;0
2;22;24;0;0
3;22;24;0;0
4;22;24;0;0
1;22;25;106;62759
2;22;25;114;39774
3;22;25;123;42467
4;22;25;123;42467
1;22;26;40;23571
2;22;26;43;14938
3;22;26;46;15950
4;22;26;46;15950
1;22;27;23;13275
2;22;27;24;8413
3;22;27;26;8983
4;22;27;26;8983
1;22;28;56;33235
2;22;28;61;21063
3;22;28;65;22489
4;22;28;65;22489
1;22;29;150;88400
2;22;29;161;56023
3;22;29;174;59817
4;22;29;174;59817
1;22;30;80;47275
2;22;30;86;29961
3;22;30;93;31990
4;22;30;93;31990
1;22;31;89;52426
2;22;31;95;33225
3;22;31;103;35475
4;22;31;103;35475
1;22;32;22;13085
2;22;32;24;8293
3;22;32;26;8854
4;22;32;26;8854
1;22;33;121;71128
2;22;33;129;45077
3;22;33;140;48130
4;22;33;140;48130
1;22;34;183;107931
2;22;34;196;68401
3;22;34;212;73033
4;22;34;212;73033
1;22;35;219;129094
2;22;35;235;81813
3;22;35;254;87353
4;22;35;254;87353
1;22;36;180;106321
2;22;36;194;67381
3;22;36;209;71944
4;22;36;209;71944
1;22;37;235;138856
2;22;37;253;88000
3;22;37;273;93959
4;22;37;273;93959
1;22;38;230;135681
2;22;38;247;85988
3;22;38;267;91811
4;22;38;267;91811
1;22;39;182;107093
2;22;39;195;67870
3;22;39;211;72466
4;22;39;211;72466
1;23;1;18;10473
2;23;1;19;6637
3;23;1;21;7087
4;23;1;21;7087
1;23;2;79;46853
2;23;2;85;29693
3;23;2;92;31704
4;23;2;92;31704
1;23;3;31;18446
2;23;3;34;11690
3;23;3;36;12482
4;23;3;36;12482
1;23;4;138;81456
2;23;4;148;51623
3;23;4;160;55119
4;23;4;160;55119
1;23;5;75;44400
2;23;5;81;28139
3;23;5;87;30044
4;23;5;87;30044
1;23;6;35;20859
2;23;6;38;13219
3;23;6;41;14114
4;23;6;41;14114
1;23;7;33;19672
2;23;7;36;12467
3;23;7;39;13311
4;23;7;39;13311
1;23;8;16;9524
2;23;8;17;6036
3;23;8;19;6445
4;23;8;19;6445
1;23;9;35;20491
2;23;9;37;12986
3;23;9;40;13865
4;23;9;40;13865
1;23;10;122;71723
2;23;10;131;45455
3;23;10;141;48533
4;23;10;141;48533
1;23;11;116;68225
2;23;11;124;43238
3;23;11;134;46166
4;23;11;134;46166
1;23;12;72;42581
2;23;12;78;26986
3;23;12;84;28813
4;23;12;84;28813
1;23;13;68;39969
2;23;13;73;25330
3;23;13;79;27046
4;23;13;79;27046
1;23;14;36;20959
2;23;14;38;13283
3;23;14;41;14182
4;23;14;41;14182
1;23;15;39;23065
2;23;15;42;14618
3;23;15;45;15608
4;23;15;45;15608
1;23;16;33;19655
2;23;16;36;12456
3;23;16;39;13300
4;23;16;39;13300
1;23;17;17;10015
2;23;17;18;6347
3;23;17;20;6777
4;23;17;20;6777
1;23;18;67;39684
2;23;18;72;25150
3;23;18;78;26853
4;23;18;78;26853
1;23;19;30;17864
2;23;19;33;11321
3;23;19;35;12088
4;23;19;35;12088
1;23;20;102;60290
2;23;20;110;38208
3;23;20;119;40796
4;23;20;119;40796
1;23;21;104;61315
2;23;21;112;38858
3;23;21;121;41490
4;23;21;121;41490
1;23;22;2;1135
2;23;22;2;719
3;23;22;2;768
4;23;22;2;768
1;23;23;0;0
2;23;23;0;0
3;23;23;0;0
4;23;23;0;0
1;23;24;2;1135
2;23;24;2;719
3;23;24;2;768
4;23;24;2;768
1;23;25;105;61799
2;23;25;113;39165
3;23;25;122;41817
4;23;25;122;41817
1;23;26;38;22611
2;23;26;41;14329
3;23;26;44;15300
4;23;26;44;15300
1;23;27;21;12315
2;23;27;22;7805
3;23;27;24;8333
4;23;27;24;8333
1;23;28;55;32274
2;23;28;59;20454
3;23;28;63;21839
4;23;28;63;21839
1;23;29;148;87440
2;23;29;159;55415
3;23;29;172;59167
4;23;29;172;59167
1;23;30;78;46315
2;23;30;84;29352
3;23;30;91;31340
4;23;30;91;31340
1;23;31;87;51465
2;23;31;94;32616
3;23;31;101;34825
4;23;31;101;34825
1;23;32;21;12124
2;23;32;22;7684
3;23;32;24;8204
4;23;32;24;8204
1;23;33;119;70167
2;23;33;128;44469
3;23;33;138;47480
4;23;33;138;47480
1;23;34;181;106970
2;23;34;195;67792
3;23;34;210;72383
4;23;34;210;72383
1;23;35;217;128133
2;23;35;233;81204
3;23;35;252;86704
4;23;35;252;86704
1;23;36;179;105361
2;23;36;192;66772
3;23;36;207;71294
4;23;36;207;71294
1;23;37;234;137895
2;23;37;251;87391
3;23;37;271;93309
4;23;37;271;93309
1;23;38;228;134721
2;23;38;245;85379
3;23;38;265;91161
4;23;38;265;91161
1;23;39;180;106133
2;23;39;193;67262
3;23;39;209;71816
4;23;39;209;71816
1;24;1;19;11434
2;24;1;21;7246
3;24;1;22;7737
4;24;1;22;7737
1;24;2;81;47813
2;24;2;87;30302
3;24;2;94;32354
4;24;2;94;32354
1;24;3;33;19407
2;24;3;35;12299
3;24;3;38;13132
4;24;3;38;13132
1;24;4;140;82417
2;24;4;150;52231
3;24;4;162;55769
4;24;4;162;55769
1;24;5;77;45361
2;24;5;83;28747
3;24;5;89;30694
4;24;5;89;30694
1;24;6;37;21819
2;24;6;40;13828
3;24;6;43;14764
4;24;6;43;14764
1;24;7;35;20632
2;24;7;38;13076
3;24;7;41;13961
4;24;7;41;13961
1;24;8;18;10485
2;24;8;19;6645
3;24;8;21;7095
4;24;8;21;7095
1;24;9;36;21451
2;24;9;39;13595
3;24;9;42;14515
4;24;9;42;14515
1;24;10;123;72684
2;24;10;132;46063
3;24;10;143;49183
4;24;10;143;49183
1;24;11;117;69186
2;24;11;126;43846
3;24;11;136;46816
4;24;11;136;46816
1;24;12;74;43542
2;24;12;79;27594
3;24;12;86;29463
4;24;12;86;29463
1;24;13;69;40929
2;24;13;75;25939
3;24;13;80;27695
4;24;13;80;27695
1;24;14;37;21919
2;24;14;40;13891
3;24;14;43;14832
4;24;14;43;14832
1;24;15;41;24026
2;24;15;44;15226
3;24;15;47;16257
4;24;15;47;16257
1;24;16;35;20616
2;24;16;38;13065
3;24;16;41;13950
4;24;16;41;13950
1;24;17;19;10975
2;24;17;20;6956
3;24;17;22;7427
4;24;17;22;7427
1;24;18;69;40645
2;24;18;74;25759
3;24;18;80;27503
4;24;18;80;27503
1;24;19;32;18824
2;24;19;34;11930
3;24;19;37;12738
4;24;19;37;12738
1;24;20;104;61250
2;24;20;112;38817
3;24;20;120;41446
4;24;20;120;41446
1;24;21;106;62275
2;24;21;113;39467
3;24;21;122;42140
4;24;21;122;42140
1;24;22;0;0
2;24;22;0;0
3;24;22;0;0
4;24;22;0;0
1;24;23;2;1135
2;24;23;2;719
3;24;23;2;768
4;24;23;2;768
1;24;24;0;0
2;24;24;0;0
3;24;24;0;0
4;24;24;0;0
1;24;25;106;62759
2;24;25;114;39774
3;24;25;123;42467
4;24;25;123;42467
1;24;26;40;23571
2;24;26;43;14938
3;24;26;46;15950
4;24;26;46;15950
1;24;27;23;13275
2;24;27;24;8413
3;24;27;26;8983
4;24;27;26;8983
1;24;28;56;33235
2;24;28;61;21063
3;24;28;65;22489
4;24;28;65;22489
1;24;29;150;88400
2;24;29;161;56023
3;24;29;174;59817
4;24;29;174;59817
1;24;30;80;47275
2;24;30;86;29961
3;24;30;93;31990
4;24;30;93;31990
1;24;31;89;52426
2;24;31;95;33225
3;24;31;103;35475
4;24;31;103;35475
1;24;32;22;13085
2;24;32;24;8293
3;24;32;26;8854
4;24;32;26;8854
1;24;33;121;71128
2;24;33;129;45077
3;24;33;140;48130
4;24;33;140;48130
1;24;34;183;107931
2;24;34;196;68401
3;24;34;212;73033
4;24;34;212;73033
1;24;35;219;129094
2;24;35;235;81813
3;24;35;254;87353
4;24;35;254;87353
1;24;36;180;106321
2;24;36;194;67381
3;24;36;209;71944
4;24;36;209;71944
1;24;37;235;138856
2;24;37;253;88000
3;24;37;273;93959
4;24;37;273;93959
1;24;38;230;135681
2;24;38;247;85988
3;24;38;267;91811
4;24;38;267;91811
1;24;39;182;107093
2;24;39;195;67870
3;24;39;211;72466
4;24;39;211;72466
1;25;1;91;53817
2;25;1;98;34106
3;25;1;106;36416
4;25;1;106;36416
1;25;2;42;25021
2;25;2;46;15857
3;25;2;49;16931
4;25;2;49;16931
1;25;3;77;45331
2;25;3;83;28728
3;25;3;89;30674
4;25;3;89;30674
1;25;4;34;19994
2;25;4;36;12671
3;25;4;39;13529
4;25;4;39;13529
1;25;5;71;41758
2;25;5;76;26464
3;25;5;82;28256
4;25;5;82;28256
1;25;6;76;44689
2;25;6;81;28322
3;25;6;88;30240
4;25;6;88;30240
1;25;7;72;42713
2;25;7;78;27070
3;25;7;84;28903
4;25;7;84;28903
1;25;8;94;55458
2;25;8;101;35146
3;25;8;109;37526
4;25;8;109;37526
1;25;9;136;80157
2;25;9;146;50799
3;25;9;158;54239
4;25;9;158;54239
1;25;10;17;10261
2;25;10;19;6503
3;25;10;20;6943
4;25;10;20;6943
1;25;11;11;6763
2;25;11;12;4286
3;25;11;13;4576
4;25;11;13;4576
1;25;12;49;28968
2;25;12;53;18358
3;25;12;57;19601
4;25;12;57;19601
1;25;13;49;29037
2;25;13;53;18402
3;25;13;57;19648
4;25;13;57;19648
1;25;14;70;41245
2;25;14;75;26139
3;25;14;81;27909
4;25;14;81;27909
1;25;15;86;50937
2;25;15;93;32281
3;25;15;100;34467
4;25;15;100;34467
1;25;16;74;43486
2;25;16;79;27559
3;25;16;85;29426
4;25;16;85;29426
1;25;17;117;69151
2;25;17;126;43825
