ID_Barco;ID_Puerto_Origen;ID_Puerto_Destino;Tiempo_Viaje_hrs;Costo_Viaje_libras
14;23;39;201;49325
15;23;39;201;49325
16;23;39;209;71816
17;23;39;209;71816
1;24;1;21;14128
2;24;1;21;14128
3;24;1;19;11434
4;24;1;19;11434
5;24;1;23;15670
6;24;1;23;15670
7;24;1;23;15670
8;24;1;21;19013
9;24;1;21;19013
10;24;1;21;19013
11;24;1;21;19013
12;24;1;22;5314
13;24;1;22;5314
14;24;1;22;5314
15;24;1;22;5314
16;24;1;22;7737
17;24;1;22;7737
1;24;2;87;59080
2;24;2;87;59080
3;24;2;81;47813
4;24;2;81;47813
5;24;2;98;65527
6;24;2;98;65527
7;24;2;98;65527
8;24;2;89;79507
9;24;2;89;79507
10;24;2;89;79507
11;24;2;89;79507
12;24;2;90;22221
13;24;2;90;22221
14;24;2;90;22221
15;24;2;90;22221
16;24;2;94;32354
17;24;2;94;32354
1;24;3;35;23980
2;24;3;35;23980
3;24;3;33;19407
4;24;3;33;19407
5;24;3;40;26596
6;24;3;40;26596
7;24;3;40;26596
8;24;3;36;32270
9;24;3;36;32270
10;24;3;36;32270
11;24;3;36;32270
12;24;3;37;9019
13;24;3;37;9019
14;24;3;37;9019
15;24;3;37;9019
16;24;3;38;13132
17;24;3;38;13132
1;24;4;150;101837
2;24;4;150;101837
3;24;4;140;82417
4;24;4;140;82417
5;24;4;169;112949
6;24;4;169;112949
7;24;4;169;112949
8;24;4;153;137047
9;24;4;153;137047
10;24;4;153;137047
11;24;4;153;137047
12;24;4;156;38303
13;24;4;156;38303
14;24;4;156;38303
15;24;4;156;38303
16;24;4;162;55769
17;24;4;162;55769
1;24;5;83;56049
2;24;5;83;56049
3;24;5;77;45361
4;24;5;77;45361
5;24;5;93;62165
6;24;5;93;62165
7;24;5;93;62165
8;24;5;84;75428
9;24;5;84;75428
10;24;5;84;75428
11;24;5;84;75428
12;24;5;86;21081
13;24;5;86;21081
14;24;5;86;21081
15;24;5;86;21081
16;24;5;89;30694
17;24;5;89;30694
1;24;6;40;26961
2;24;6;40;26961
3;24;6;37;21819
4;24;6;37;21819
5;24;6;45;29902
6;24;6;45;29902
7;24;6;45;29902
8;24;6;41;36282
9;24;6;41;36282
10;24;6;41;36282
11;24;6;41;36282
12;24;6;41;10140
13;24;6;41;10140
14;24;6;41;10140
15;24;6;41;10140
16;24;6;43;14764
17;24;6;43;14764
1;24;7;38;25494
2;24;7;38;25494
3;24;7;35;20632
4;24;7;35;20632
5;24;7;42;28276
6;24;7;42;28276
7;24;7;42;28276
8;24;7;38;34309
9;24;7;38;34309
10;24;7;38;34309
11;24;7;38;34309
12;24;7;39;9589
13;24;7;39;9589
14;24;7;39;9589
15;24;7;39;9589
16;24;7;41;13961
17;24;7;41;13961
1;24;8;19;12955
2;24;8;19;12955
3;24;8;18;10485
4;24;8;18;10485
5;24;8;21;14369
6;24;8;21;14369
7;24;8;21;14369
8;24;8;20;17435
9;24;8;20;17435
10;24;8;20;17435
11;24;8;20;17435
12;24;8;20;4873
13;24;8;20;4873
14;24;8;20;4873
15;24;8;20;4873
16;24;8;21;7095
17;24;8;21;7095
1;24;9;39;26506
2;24;9;39;26506
3;24;9;36;21451
4;24;9;36;21451
5;24;9;44;29398
6;24;9;44;29398
7;24;9;44;29398
8;24;9;40;35670
9;24;9;40;35670
10;24;9;40;35670
11;24;9;40;35670
12;24;9;41;9969
13;24;9;41;9969
14;24;9;41;9969
15;24;9;41;9969
16;24;9;42;14515
17;24;9;42;14515
1;24;10;132;89811
2;24;10;132;89811
3;24;10;123;72684
4;24;10;123;72684
5;24;10;149;99611
6;24;10;149;99611
7;24;10;149;99611
8;24;10;135;120863
9;24;10;135;120863
10;24;10;135;120863
11;24;10;135;120863
12;24;10;137;33779
13;24;10;137;33779
14;24;10;137;33779
15;24;10;137;33779
16;24;10;143;49183
17;24;10;143;49183
1;24;11;126;85489
2;24;11;126;85489
3;24;11;117;69186
4;24;11;117;69186
5;24;11;142;94817
6;24;11;142;94817
7;24;11;142;94817
8;24;11;129;115046
9;24;11;129;115046
10;24;11;129;115046
11;24;11;129;115046
12;24;11;131;32154
13;24;11;131;32154
14;24;11;131;32154
15;24;11;131;32154
16;24;11;136;46816
17;24;11;136;46816
1;24;12;79;53802
2;24;12;79;53802
3;24;12;74;43542
4;24;12;74;43542
5;24;12;89;59672
6;24;12;89;59672
7;24;12;89;59672
8;24;12;81;72403
9;24;12;81;72403
10;24;12;81;72403
11;24;12;81;72403
12;24;12;82;20236
13;24;12;82;20236
14;24;12;82;20236
15;24;12;82;20236
16;24;12;86;29463
17;24;12;86;29463
1;24;13;75;50574
2;24;13;75;50574
3;24;13;69;40929
4;24;13;69;40929
5;24;13;84;56092
6;24;13;84;56092
7;24;13;84;56092
8;24;13;76;68059
9;24;13;76;68059
10;24;13;76;68059
11;24;13;76;68059
12;24;13;77;19022
13;24;13;77;19022
14;24;13;77;19022
15;24;13;77;19022
16;24;13;80;27695
17;24;13;80;27695
1;24;14;40;27084
2;24;14;40;27084
3;24;14;37;21919
4;24;14;37;21919
5;24;14;45;30039
6;24;14;45;30039
7;24;14;45;30039
8;24;14;41;36448
9;24;14;41;36448
10;24;14;41;36448
11;24;14;41;36448
12;24;14;41;10187
13;24;14;41;10187
14;24;14;41;10187
15;24;14;41;10187
16;24;14;43;14832
17;24;14;43;14832
1;24;15;44;29687
2;24;15;44;29687
3;24;15;41;24026
4;24;15;41;24026
5;24;15;49;32927
6;24;15;49;32927
7;24;15;49;32927
8;24;15;45;39951
9;24;15;45;39951
10;24;15;45;39951
11;24;15;45;39951
12;24;15;45;11166
13;24;15;45;11166
14;24;15;45;11166
15;24;15;45;11166
16;24;15;47;16257
17;24;15;47;16257
1;24;16;38;25474
2;24;16;38;25474
3;24;16;35;20616
4;24;16;35;20616
5;24;16;42;28253
6;24;16;42;28253
7;24;16;42;28253
8;24;16;38;34281
9;24;16;38;34281
10;24;16;38;34281
11;24;16;38;34281
12;24;16;39;9581
13;24;16;39;9581
14;24;16;39;9581
15;24;16;39;9581
16;24;16;41;13950
17;24;16;41;13950
1;24;17;20;13561
2;24;17;20;13561
3;24;17;19;10975
4;24;17;19;10975
5;24;17;22;15041
6;24;17;22;15041
7;24;17;22;15041
8;24;17;20;18250
9;24;17;20;18250
10;24;17;20;18250
11;24;17;20;18250
12;24;17;21;5101
13;24;17;21;5101
14;24;17;21;5101
15;24;17;21;5101
16;24;17;22;7427
17;24;17;22;7427
1;24;18;74;50222
2;24;18;74;50222
3;24;18;69;40645
4;24;18;69;40645
5;24;18;83;55702
6;24;18;83;55702
7;24;18;83;55702
8;24;18;76;67586
9;24;18;76;67586
10;24;18;76;67586
11;24;18;76;67586
12;24;18;77;18889
13;24;18;77;18889
14;24;18;77;18889
15;24;18;77;18889
16;24;18;80;27503
17;24;18;80;27503
1;24;19;34;23260
2;24;19;34;23260
3;24;19;32;18824
4;24;19;32;18824
5;24;19;39;25798
6;24;19;39;25798
7;24;19;39;25798
8;24;19;35;31302
9;24;19;35;31302
10;24;19;35;31302
11;24;19;35;31302
12;24;19;36;8748
13;24;19;36;8748
14;24;19;36;8748
15;24;19;36;8748
16;24;19;37;12738
17;24;19;37;12738
1;24;20;112;75683
2;24;20;112;75683
3;24;20;104;61250
4;24;20;104;61250
5;24;20;125;83941
6;24;20;125;83941
7;24;20;125;83941
8;24;20;114;101850
9;24;20;114;101850
10;24;20;114;101850
11;24;20;114;101850
12;24;20;116;28466
13;24;20;116;28466
14;24;20;116;28466
15;24;20;116;28466
16;24;20;120;41446
17;24;20;120;41446
1;24;21;113;76950
2;24;21;113;76950
3;24;21;106;62275
4;24;21;106;62275
5;24;21;128;85347
6;24;21;128;85347
7;24;21;128;85347
8;24;21;116;103555
9;24;21;116;103555
10;24;21;116;103555
11;24;21;116;103555
12;24;21;118;28942
13;24;21;118;28942
14;24;21;118;28942
15;24;21;118;28942
16;24;21;122;42140
17;24;21;122;42140
1;24;22;0;0
2;24;22;0;0
3;24;22;0;0
4;24;22;0;0
5;24;22;0;0
6;24;22;0;0
7;24;22;0;0
8;24;22;0;0
9;24;22;0;0
10;24;22;0;0
11;24;22;0;0
12;24;22;0;0
13;24;22;0;0
14;24;22;0;0
15;24;22;0;0
16;24;22;0;0
17;24;22;0;0
1;24;23;2;1403
2;24;23;2;1403
3;24;23;2;1135
4;24;23;2;1135
5;24;23;2;1556
6;24;23;2;1556
7;24;23;2;1556
8;24;23;2;1888
9;24;23;2;1888
10;24;23;2;1888
11;24;23;2;1888
12;24;23;2;528
13;24;23;2;528
14;24;23;2;528
15;24;23;2;528
16;24;23;2;768
17;24;23;2;768
1;24;24;0;0
2;24;24;0;0
3;24;24;0;0
4;24;24;0;0
5;24;24;0;0
6;24;24;0;0
7;24;24;0;0
8;24;24;0;0
9;24;24;0;0
10;24;24;0;0
11;24;24;0;0
12;24;24;0;0
13;24;24;0;0
14;24;24;0;0
15;24;24;0;0
16;24;24;0;0
17;24;24;0;0
1;24;25;114;77548
2;24;25;114;77548
3;24;25;106;62759
4;24;25;106;62759
5;24;25;129;86010
6;24;25;129;86010
7;24;25;129;86010
8;24;25;117;104359
9;24;25;117;104359
10;24;25;117;104359
11;24;25;117;104359
12;24;25;119;29167
13;24;25;119;29167
14;24;25;119;29167
15;24;25;119;29167
16;24;25;123;42467
17;24;25;123;42467
1;24;26;43;29125
2;24;26;43;29125
3;24;26;40;23571
4;24;26;40;23571
5;24;26;48;32303
6;24;26;48;32303
7;24;26;48;32303
8;24;26;44;39195
9;24;26;44;39195
10;24;26;44;39195
11;24;26;44;39195
12;24;26;45;10954
13;24;26;45;10954
14;24;26;45;10954
15;24;26;45;10954
16;24;26;46;15950
17;24;26;46;15950
1;24;27;24;16404
2;24;27;24;16404
3;24;27;23;13275
4;24;27;23;13275
5;24;27;27;18194
6;24;27;27;18194
7;24;27;27;18194
8;24;27;25;22075
9;24;27;25;22075
10;24;27;25;22075
11;24;27;25;22075
12;24;27;25;6170
13;24;27;25;6170
14;24;27;25;6170
15;24;27;25;6170
16;24;27;26;8983
17;24;27;26;8983
1;24;28;61;41066
2;24;28;61;41066
3;24;28;56;33235
4;24;28;56;33235
5;24;28;68;45548
6;24;28;68;45548
7;24;28;68;45548
8;24;28;62;55265
9;24;28;62;55265
10;24;28;62;55265
11;24;28;62;55265
12;24;28;63;15446
13;24;28;63;15446
14;24;28;63;15446
15;24;28;63;15446
16;24;28;65;22489
17;24;28;65;22489
1;24;29;161;109231
2;24;29;161;109231
3;24;29;150;88400
4;24;29;150;88400
5;24;29;181;121149
6;24;29;181;121149
7;24;29;181;121149
8;24;29;165;146996
9;24;29;165;146996
10;24;29;165;146996
11;24;29;165;146996
12;24;29;167;41083
13;24;29;167;41083
14;24;29;167;41083
15;24;29;167;41083
16;24;29;174;59817
17;24;29;174;59817
1;24;30;86;58415
2;24;30;86;58415
3;24;30;80;47275
4;24;30;80;47275
5;24;30;97;64789
6;24;30;97;64789
7;24;30;97;64789
8;24;30;88;78612
9;24;30;88;78612
10;24;30;88;78612
11;24;30;88;78612
12;24;30;89;21971
13;24;30;89;21971
14;24;30;89;21971
15;24;30;89;21971
16;24;30;93;31990
17;24;30;93;31990
1;24;31;95;64779
2;24;31;95;64779
3;24;31;89;52426
4;24;31;89;52426
5;24;31;107;71848
6;24;31;107;71848
7;24;31;107;71848
8;24;31;98;87176
9;24;31;98;87176
10;24;31;98;87176
11;24;31;98;87176
12;24;31;99;24365
13;24;31;99;24365
14;24;31;99;24365
15;24;31;99;24365
16;24;31;103;35475
17;24;31;103;35475
1;24;32;24;16168
2;24;32;24;16168
3;24;32;22;13085
4;24;32;22;13085
5;24;32;27;17932
6;24;32;27;17932
7;24;32;27;17932
8;24;32;24;21758
9;24;32;24;21758
10;24;32;24;21758
11;24;32;24;21758
12;24;32;25;6081
13;24;32;25;6081
14;24;32;25;6081
15;24;32;25;6081
16;24;32;26;8854
17;24;32;26;8854
1;24;33;129;87888
2;24;33;129;87888
3;24;33;121;71128
4;24;33;121;71128
5;24;33;146;97478
6;24;33;146;97478
7;24;33;146;97478
8;24;33;132;118275
9;24;33;132;118275
10;24;33;132;118275
11;24;33;132;118275
12;24;33;134;33056
13;24;33;134;33056
14;24;33;134;33056
15;24;33;134;33056
16;24;33;140;48130
17;24;33;140;48130
1;24;34;196;133363
2;24;34;196;133363
3;24;34;183;107931
4;24;34;183;107931
5;24;34;221;147915
6;24;34;221;147915
7;24;34;221;147915
8;24;34;201;179473
9;24;34;201;179473
10;24;34;201;179473
11;24;34;201;179473
12;24;34;204;50160
13;24;34;204;50160
14;24;34;204;50160
15;24;34;204;50160
16;24;34;212;73033
17;24;34;212;73033
1;24;35;235;159513
2;24;35;235;159513
3;24;35;219;129094
4;24;35;219;129094
5;24;35;264;176919
6;24;35;264;176919
7;24;35;264;176919
8;24;35;240;214664
9;24;35;240;214664
10;24;35;240;214664
11;24;35;240;214664
12;24;35;244;59995
13;24;35;244;59995
14;24;35;244;59995
15;24;35;244;59995
16;24;35;254;87353
17;24;35;254;87353
1;24;36;194;131375
2;24;36;194;131375
3;24;36;180;106321
4;24;36;180;106321
5;24;36;218;145710
6;24;36;218;145710
7;24;36;218;145710
8;24;36;198;176797
9;24;36;198;176797
10;24;36;198;176797
11;24;36;198;176797
12;24;36;201;49412
13;24;36;201;49412
14;24;36;201;49412
15;24;36;201;49412
16;24;36;209;71944
17;24;36;209;71944
1;24;37;253;171576
2;24;37;253;171576
3;24;37;235;138856
4;24;37;235;138856
5;24;37;284;190297
6;24;37;284;190297
7;24;37;284;190297
8;24;37;259;230897
9;24;37;259;230897
10;24;37;259;230897
11;24;37;259;230897
12;24;37;263;64532
13;24;37;263;64532
14;24;37;263;64532
15;24;37;263;64532
16;24;37;273;93959
17;24;37;273;93959
1;24;38;247;167654
2;24;38;247;167654
3;24;38;230;135681
4;24;38;230;135681
5;24;38;278;185947
6;24;38;278;185947
7;24;38;278;185947
8;24;38;253;225619
9;24;38;253;225619
10;24;38;253;225619
11;24;38;253;225619
12;24;38;257;63057
13;24;38;257;63057
14;24;38;257;63057
15;24;38;257;63057
16;24;38;267;91811
17;24;38;267;91811
1;24;39;195;132329
2;24;39;195;132329
3;24;39;182;107093
4;24;39;182;107093
5;24;39;219;146768
6;24;39;219;146768
7;24;39;219;146768
8;24;39;199;178080
9;24;39;199;178080
10;24;39;199;178080
11;24;39;199;178080
12;24;39;202;49771
13;24;39;202;49771
14;24;39;202;49771
15;24;39;202;49771
16;24;39;211;72466
17;24;39;211;72466
1;25;1;98;66498
2;25;1;98;66498
3;25;1;91;53817
4;25;1;91;53817
5;25;1;110;73754
6;25;1;110;73754
7;25;1;110;73754
8;25;1;100;89490
9;25;1;100;89490
10;25;1;100;89490
11;25;1;100;89490
12;25;1;102;25011
13;25;1;102;25011
14;25;1;102;25011
15;25;1;102;25011
16;25;1;106;36416
17;25;1;106;36416
1;25;2;46;30917
2;25;2;46;30917
3;25;2;42;25021
4;25;2;42;25021
5;25;2;51;34291
6;25;2;51;34291
7;25;2;51;34291
8;25;2;47;41607
9;25;2;47;41607
10;25;2;47;41607
11;25;2;47;41607
12;25;2;47;11629
13;25;2;47;11629
14;25;2;47;11629
15;25;2;47;11629
16;25;2;49;16931
17;25;2;49;16931
1;25;3;83;56012
2;25;3;83;56012
3;25;3;77;45331
4;25;3;77;45331
5;25;3;93;62124
6;25;3;93;62124
7;25;3;93;62124
8;25;3;84;75378
9;25;3;84;75378
10;25;3;84;75378
11;25;3;84;75378
12;25;3;86;21067
13;25;3;86;21067
14;25;3;86;21067
15;25;3;86;21067
16;25;3;89;30674
17;25;3;89;30674
1;25;4;36;24705
2;25;4;36;24705
3;25;4;34;19994
4;25;4;34;19994
5;25;4;41;27401
6;25;4;41;27401
7;25;4;41;27401
8;25;4;37;33247
9;25;4;37;33247
10;25;4;37;33247
11;25;4;37;33247
12;25;4;38;9292
13;25;4;38;9292
14;25;4;38;9292
15;25;4;38;9292
16;25;4;39;13529
17;25;4;39;13529
1;25;5;76;51598
2;25;5;76;51598
3;25;5;71;41758
4;25;5;71;41758
5;25;5;86;57228
6;25;5;86;57228
7;25;5;86;57228
8;25;5;78;69438
9;25;5;78;69438
10;25;5;78;69438
11;25;5;78;69438
12;25;5;79;19407
13;25;5;79;19407
14;25;5;79;19407
15;25;5;79;19407
16;25;5;82;28256
17;25;5;82;28256
1;25;6;81;55220
2;25;6;81;55220
3;25;6;76;44689
4;25;6;76;44689
5;25;6;92;61245
6;25;6;92;61245
7;25;6;92;61245
8;25;6;83;74312
9;25;6;83;74312
10;25;6;83;74312
11;25;6;83;74312
12;25;6;84;20769
13;25;6;84;20769
14;25;6;84;20769
15;25;6;84;20769
16;25;6;88;30240
17;25;6;88;30240
1;25;7;78;52778
2;25;7;78;52778
3;25;7;72;42713
4;25;7;72;42713
5;25;7;87;58537
6;25;7;87;58537
7;25;7;87;58537
8;25;7;80;71026
9;25;7;80;71026
10;25;7;80;71026
11;25;7;80;71026
12;25;7;81;19851
13;25;7;81;19851
14;25;7;81;19851
15;25;7;81;19851
16;25;7;84;28903
17;25;7;84;28903
1;25;8;101;68526
2;25;8;101;68526
3;25;8;94;55458
4;25;8;94;55458
5;25;8;114;76003
6;25;8;114;76003
7;25;8;114;76003
8;25;8;103;92218
9;25;8;103;92218
10;25;8;103;92218
11;25;8;103;92218
12;25;8;105;25774
13;25;8;105;25774
14;25;8;105;25774
15;25;8;105;25774
16;25;8;109;37526
17;25;8;109;37526
1;25;9;146;99045
2;25;9;146;99045
3;25;9;136;80157
4;25;9;136;80157
5;25;9;164;109852
6;25;9;164;109852
7;25;9;164;109852
8;25;9;149;133289
9;25;9;149;133289
10;25;9;149;133289
11;25;9;149;133289
12;25;9;152;37252
13;25;9;152;37252
14;25;9;152;37252
15;25;9;152;37252
16;25;9;158;54239
17;25;9;158;54239
1;25;10;19;12679
2;25;10;19;12679
3;25;10;17;10261
4;25;10;17;10261
5;25;10;21;14063
6;25;10;21;14063
7;25;10;21;14063
8;25;10;19;17063
9;25;10;19;17063
10;25;10;19;17063
11;25;10;19;17063
12;25;10;19;4769
13;25;10;19;4769
14;25;10;19;4769
15;25;10;19;4769
16;25;10;20;6943
17;25;10;20;6943
1;25;11;12;8357
2;25;11;12;8357
3;25;11;11;6763
4;25;11;11;6763
5;25;11;14;9268
6;25;11;14;9268
7;25;11;14;9268
8;25;11;13;11246
9;25;11;13;11246
10;25;11;13;11246
11;25;11;13;11246
12;25;11;13;3143
13;25;11;13;3143
14;25;11;13;3143
15;25;11;13;3143
16;25;11;13;4576
17;25;11;13;4576
1;25;12;53;35794
2;25;12;53;35794
3;25;12;49;28968
4;25;12;49;28968
5;25;12;59;39699
6;25;12;59;39699
7;25;12;59;39699
8;25;12;54;48169
9;25;12;54;48169
10;25;12;54;48169
11;25;12;54;48169
12;25;12;55;13463
13;25;12;55;13463
14;25;12;55;13463
15;25;12;55;13463
16;25;12;57;19601
17;25;12;57;19601
1;25;13;53;35879
2;25;13;53;35879
3;25;13;49;29037
4;25;13;49;29037
5;25;13;59;39794
6;25;13;59;39794
7;25;13;59;39794
8;25;13;54;48284
9;25;13;54;48284
10;25;13;54;48284
11;25;13;54;48284
12;25;13;55;13495
13;25;13;55;13495
14;25;13;55;13495
15;25;13;55;13495
16;25;13;57;19648
17;25;13;57;19648
1;25;14;75;50964
2;25;14;75;50964
3;25;14;70;41245
4;25;14;70;41245
5;25;14;84;56525
6;25;14;84;56525
7;25;14;84;56525
8;25;14;77;68585
9;25;14;77;68585
10;25;14;77;68585
11;25;14;77;68585
12;25;14;78;19169
13;25;14;78;19169
14;25;14;78;19169
15;25;14;78;19169
16;25;14;81;27909
17;25;14;81;27909
1;25;15;93;62940
2;25;15;93;62940
3;25;15;86;50937
4;25;15;86;50937
5;25;15;104;69808
6;25;15;104;69808
7;25;15;104;69808
8;25;15;95;84701
9;25;15;95;84701
10;25;15;95;84701
11;25;15;95;84701
12;25;15;96;23673
13;25;15;96;23673
14;25;15;96;23673
15;25;15;96;23673
16;25;15;100;34467
17;25;15;100;34467
1;25;16;79;53733
2;25;16;79;53733
3;25;16;74;43486
4;25;16;74;43486
5;25;16;89;59596
6;25;16;89;59596
7;25;16;89;59596
8;25;16;81;72311
9;25;16;81;72311
10;25;16;81;72311
11;25;16;81;72311
12;25;16;82;20210
13;25;16;82;20210
14;25;16;82;20210
15;25;16;82;20210
16;25;16;85;29426
17;25;16;85;29426
1;25;17;126;85446
2;25;17;126;85446
3;25;17;117;69151
4;25;17;117;69151
5;25;17;142;94770
6;25;17;142;94770
7;25;17;142;94770
8;25;17;129;114989
9;25;17;129;114989
10;25;17;129;114989
11;25;17;129;114989
12;25;17;131;32138
13;25;17;131;32138
14;25;17;131;32138
15;25;17;131;32138
16;25;17;136;46792
17;25;17;136;46792
1;25;18;149;100948
2;25;18;149;100948
3;25;18;138;81697
4;25;18;138;81697
5;25;18;167;111963
6;25;18;167;111963
7;25;18;167;111963
8;25;18;152;135851
9;25;18;152;135851
10;25;18;152;135851
11;25;18;152;135851
12;25;18;154;37968
13;25;18;154;37968
14;25;18;154;37968
15;25;18;154;37968
16;25;18;161;55282
17;25;18;161;55282
1;25;19;111;75055
2;25;19;111;75055
3;25;19;103;60741
4;25;19;103;60741
5;25;19;124;83244
6;25;19;124;83244
7;25;19;124;83244
8;25;19;113;101004
9;25;19;113;101004
10;25;19;113;101004
11;25;19;113;101004
12;25;19;115;28229
13;25;19;115;28229
14;25;19;115;28229
15;25;19;115;28229
16;25;19;119;41102
17;25;19;119;41102
1;25;20;4;2983
2;25;20;4;2983
3;25;20;4;2414
4;25;20;4;2414
5;25;20;5;3309
6;25;20;5;3309
7;25;20;5;3309
8;25;20;4;4015
9;25;20;4;4015
10;25;20;4;4015
11;25;20;4;4015
12;25;20;5;1122
13;25;20;5;1122
14;25;20;5;1122
15;25;20;5;1122
16;25;20;5;1634
17;25;20;5;1634
1;25;21;3;1736
2;25;21;3;1736
3;25;21;2;1405
4;25;21;2;1405
5;25;21;3;1925
6;25;21;3;1925
7;25;21;3;1925
8;25;21;3;2336
9;25;21;3;2336
10;25;21;3;2336
11;25;21;3;2336
12;25;21;3;653
13;25;21;3;653
14;25;21;3;653
15;25;21;3;653
16;25;21;3;951
17;25;21;3;951
1;25;22;114;77548
2;25;22;114;77548
3;25;22;106;62759
4;25;22;106;62759
5;25;22;129;86010
6;25;22;129;86010
7;25;22;129;86010
8;25;22;117;104359
9;25;22;117;104359
10;25;22;117;104359
11;25;22;117;104359
12;25;22;119;29167
13;25;22;119;29167
14;25;22;119;29167
15;25;22;119;29167
16;25;22;123;42467
17;25;22;123;42467
1;25;23;113;76361
2;25;23;113;76361
3;25;23;105;61799
4;25;23;105;61799
5;25;23;127;84693
6;25;23;127;84693
7;25;23;127;84693
8;25;23;115;102762
9;25;23;115;102762
10;25;23;115;102762
11;25;23;115;102762
12;25;23;117;28721
13;25;23;117;28721
14;25;23;117;28721
15;25;23;117;28721
16;25;23;122;41817
17;25;23;122;41817
1;25;24;114;77548
2;25;24;114;77548
3;25;24;106;62759
4;25;24;106;62759
5;25;24;129;86010
6;25;24;129;86010
7;25;24;129;86010
8;25;24;117;104359
9;25;24;117;104359
10;25;24;117;104359
11;25;24;117;104359
12;25;24;119;29167
13;25;24;119;29167
14;25;24;119;29167
15;25;24;119;29167
16;25;24;123;42467
17;25;24;123;42467
1;25;25;0;0
2;25;25;0;0
3;25;25;0;0
4;25;25;0;0
5;25;25;0;0
6;25;25;0;0
7;25;25;0;0
8;25;25;0;0
9;25;25;0;0
10;25;25;0;0
11;25;25;0;0
12;25;25;0;0
13;25;25;0;0
14;25;25;0;0
15;25;25;0;0
16;25;25;0;0
17;25;25;0;0
1;25;26;77;52602
2;25;26;77;52602
3;25;26;72;42570
4;25;26;72;42570
5;25;26;87;58341
6;25;26;87;58341
7;25;26;87;58341
8;25;26;79;70788
9;25;26;79;70788
10;25;26;79;70788
11;25;26;79;70788
12;25;26;80;19784
13;25;26;80;19784
14;25;26;80;19784
15;25;26;80;19784
16;25;26;84;28806
17;25;26;84;28806
1;25;27;131;88678
2;25;27;131;88678
3;25;27;122;71767
4;25;27;122;71767
5;25;27;147;98354
6;25;27;147;98354
7;25;27;147;98354
8;25;27;134;119338
9;25;27;134;119338
10;25;27;134;119338
11;25;27;134;119338
12;25;27;136;33353
13;25;27;136;33353
14;25;27;136;33353
15;25;27;136;33353
16;25;27;141;48562
17;25;27;141;48562
1;25;28;58;39073
2;25;28;58;39073
3;25;28;54;31622
4;25;28;54;31622
5;25;28;65;43336
6;25;28;65;43336
7;25;28;65;43336
8;25;28;59;52582
9;25;28;59;52582
10;25;28;59;52582
11;25;28;59;52582
12;25;28;60;14696
13;25;28;60;14696
14;25;28;60;14696
15;25;28;60;14696
16;25;28;62;21397
17;25;28;62;21397
1;25;29;50;34044
2;25;29;50;34044
3;25;29;47;27552
4;25;29;47;27552
5;25;29;56;37759
6;25;29;56;37759
7;25;29;56;37759
8;25;29;51;45815
9;25;29;51;45815
10;25;29;51;45815
11;25;29;51;45815
12;25;29;52;12805
13;25;29;52;12805
14;25;29;52;12805
15;25;29;52;12805
16;25;29;54;18644
17;25;29;54;18644
1;25;30;43;28901
2;25;30;43;28901
3;25;30;40;23389
4;25;30;40;23389
5;25;30;48;32054
6;25;30;48;32054
7;25;30;48;32054
8;25;30;44;38893
9;25;30;44;38893
10;25;30;44;38893
11;25;30;44;38893
12;25;30;44;10870
13;25;30;44;10870
14;25;30;44;10870
15;25;30;44;10870
16;25;30;46;15827
17;25;30;46;15827
1;25;31;21;14297
2;25;31;21;14297
3;25;31;20;11570
4;25;31;20;11570
5;25;31;24;15857
6;25;31;24;15857
7;25;31;24;15857
8;25;31;22;19240
9;25;31;22;19240
10;25;31;22;19240
11;25;31;22;19240
12;25;31;22;5377
13;25;31;22;5377
14;25;31;22;5377
15;25;31;22;5377
16;25;31;23;7829
17;25;31;23;7829
1;25;32;93;63265
2;25;32;93;63265
3;25;32;87;51200
4;25;32;87;51200
5;25;32;105;70168
6;25;32;105;70168
7;25;32;105;70168
8;25;32;95;85138
9;25;32;95;85138
10;25;32;95;85138
11;25;32;95;85138
12;25;32;97;23795
13;25;32;97;23795
14;25;32;97;23795
15;25;32;97;23795
16;25;32;101;34645
17;25;32;101;34645
1;25;33;16;10756
2;25;33;16;10756
3;25;33;15;8705
4;25;33;15;8705
5;25;33;18;11930
6;25;33;18;11930
7;25;33;18;11930
8;25;33;16;14475
9;25;33;16;14475
10;25;33;16;14475
11;25;33;16;14475
12;25;33;16;4046
13;25;33;16;4046
14;25;33;16;4046
15;25;33;16;4046
16;25;33;17;5890
17;25;33;17;5890
1;25;34;83;56231
2;25;34;83;56231
3;25;34;77;45508
4;25;34;77;45508
5;25;34;93;62367
6;25;34;93;62367
7;25;34;93;62367
8;25;34;85;75673
9;25;34;85;75673
10;25;34;85;75673
11;25;34;85;75673
12;25;34;86;21150
13;25;34;86;21150
14;25;34;86;21150
15;25;34;86;21150
16;25;34;89;30794
17;25;34;89;30794
1;25;35;121;82381
2;25;35;121;82381
3;25;35;113;66671
4;25;35;113;66671
5;25;35;137;91370
6;25;35;137;91370
7;25;35;137;91370
8;25;35;124;110864
9;25;35;124;110864
10;25;35;124;110864
11;25;35;124;110864
12;25;35;126;30985
13;25;35;126;30985
14;25;35;126;30985
15;25;35;126;30985
16;25;35;131;45114
17;25;35;131;45114
1;25;36;80;54243
2;25;36;80;54243
3;25;36;74;43898
4;25;36;74;43898
5;25;36;90;60161
6;25;36;90;60161
7;25;36;90;60161
8;25;36;82;72997
9;25;36;82;72997
10;25;36;82;72997
11;25;36;82;72997
